height_of_video_wall,width_of_video_wall,room_length,room_width,room_height,seating_type,number_of_seats,distance_from_video_wall,seats_per_row,number_of_rows,seats_per_cluster,number_of_clusters
2.7117472624904,3.272693644760661,14.571266430792,8.52816690195286,5.370236257194772,row,84,11.671319244882614,6.0,14.0,,
2.976199094477803,2.7883336596554495,22.440919972882703,9.148698371858448,2.6455263594630782,cluster,84,11.22691537872831,,,1.0,84.0
4.239474215354072,4.881747557261496,14.222817976223949,7.025897757847914,4.243454802418149,row,100,20.83033980376565,9.0,12.0,,
3.9488986971416438,4.790789249983973,23.09130759349192,16.343615032095894,4.912586442359416,row,20,4.7411136825193285,15.0,2.0,,
4.547670231482534,3.456408344493733,11.688705856179055,16.521213637758926,3.383091744743905,cluster,22,6.891951595647136,,,1.0,22.0
3.97283867690103,5.828022467876436,20.555289661911935,13.694133548872372,3.5771981685260217,cluster,65,5.7728988054044335,,,6.0,11.0
3.704925810006415,3.0287026212331507,18.110477149673656,9.097716413719988,4.647732660462843,cluster,74,15.065817587328704,,,7.0,11.0
2.281024303484277,4.013171803649106,11.448017052931611,8.086206387638967,5.6427735270530786,cluster,94,3.0590425373978087,,,6.0,16.0
3.1031474091783005,5.802655720586596,13.628407423882585,7.2486765636847315,5.334735471060148,row,83,2.482422456545214,13.0,7.0,,
2.7956071030451763,3.9690456092414284,10.186060544159721,9.15472630054787,4.540955766848542,row,64,13.959930128232457,6.0,11.0,,
2.731968930137251,4.734840816824299,17.031519481967585,18.581121954780908,5.055776012150372,row,45,1.6710837927721987,14.0,4.0,,
4.919031664257337,3.89158039286978,14.518978911400005,10.139978942121862,3.7768786457272956,cluster,96,20.948179738998107,,,3.0,32.0
3.179293174000281,3.459753208220345,18.975362264466384,11.605527253823803,4.743379348345652,row,84,6.816883961066289,14.0,6.0,,
4.676139665531339,5.943921767859399,14.458567115629258,8.369491298257332,4.131635568946449,cluster,43,20.047871288006284,,,3.0,15.0
3.8934158779917887,3.9326690221026506,14.49878667260477,9.890696961726213,3.164776477601463,cluster,93,11.663864959330741,,,1.0,93.0
4.384433910624946,5.62934721287697,21.14789798097405,13.749919420142668,4.9560839585703995,row,54,19.98135837378554,14.0,4.0,,
3.5079112793155764,3.3048411206188018,10.722142539675302,14.900784880243483,4.447626230720877,cluster,43,16.374468347058603,,,4.0,11.0
3.7307116538790774,3.2458664640877917,23.54342492787981,10.189580084160744,3.75517553683757,row,47,2.0180979361393683,13.0,4.0,,
3.4775530814565916,2.6089692900957897,22.783958115867723,7.750518069926524,5.689687165275208,cluster,99,2.9189008432421,,,8.0,13.0
2.5857289633941334,4.7808338888155975,20.017070248396095,12.083427298656183,2.573269412393566,row,35,4.2059836640017085,17.0,3.0,,
4.1673563457845155,3.7898422030331638,18.898323551610765,10.044643822042344,3.605206029373236,cluster,78,14.635419487604555,,,7.0,12.0
2.8423170873225674,5.52525387443873,23.384537472094785,9.854201001987425,2.699084892221763,row,100,12.782539134183196,23.0,5.0,,
2.0729478992943617,4.15623467342045,12.779952692930717,19.478216435274916,5.182845606775695,row,73,5.326934607441945,3.0,25.0,,
3.9364168877215033,5.888676997701526,11.18453743286243,15.011906317034413,4.957376089398274,cluster,98,12.720054957688099,,,9.0,11.0
2.531332038221147,3.149339304960924,13.592652548643072,14.239419761237247,3.6597327655771097,cluster,35,3.4128667437267564,,,2.0,18.0
4.821375753058743,5.540181087844638,21.918674180502855,12.405076345803185,4.864820157724756,row,34,19.875401963550672,1.0,34.0,,
4.861785731007762,5.2180889847710965,10.52005400089725,12.576276334591874,3.8857802916858244,cluster,30,23.594131905918324,,,1.0,30.0
4.744593170661346,5.198226456254182,18.742102526252346,14.03176504989505,5.14688826997852,cluster,84,8.10706356772153,,,3.0,28.0
3.1104761007663333,5.456741298409106,24.93156274286965,16.053587491469393,4.089642819578471,cluster,98,8.481387384599227,,,5.0,20.0
2.0463698495866023,5.163583968300497,22.835441407563092,16.127899250363782,3.9429790474108293,row,87,1.8161992792609025,16.0,6.0,,
4.784955687763176,4.691771125709954,17.821685335653843,9.232020800170844,5.771554704209054,row,62,14.431976404488733,16.0,4.0,,
3.284552444951943,2.9593570718883564,10.954613639299636,13.50146577699615,3.3780768496174507,cluster,88,9.073659846870877,,,7.0,13.0
4.899964457131009,2.6138416282193817,22.470602715785645,12.355455235443326,2.921565689987979,cluster,32,5.634783602593313,,,3.0,11.0
4.890859931267759,5.722967467354904,18.984677622658158,18.316850561501994,4.545900896408104,row,29,12.17480764481298,10.0,3.0,,
4.55902836640208,4.658276100822583,11.723994955893502,15.208445975838893,5.892626342994626,cluster,94,9.133880821143968,,,9.0,11.0
2.883346676208757,5.2878805184166175,11.407859272350343,13.922552863407763,3.822437248045153,row,60,8.212460277448836,10.0,6.0,,
3.1552931858057756,4.185328230293925,23.644402291548886,8.500130348325925,2.7171286727007353,cluster,69,9.893246695075337,,,3.0,23.0
4.553410014550571,2.9105786613683806,20.03800394407118,14.873292561204348,3.6875684355834863,cluster,90,2.4507823444678976,,,5.0,18.0
2.950766015468833,2.9381502727089264,22.439301989751335,8.523650773843034,4.270760790118454,cluster,78,11.580360671986426,,,2.0,39.0
2.5084782400582775,4.899478505301399,23.18468350423401,11.383685482354776,3.066730523212748,row,58,9.302852881964963,18.0,4.0,,
3.6704037873750504,4.00607063214812,18.576585280724835,8.856945542586313,4.803357763197722,row,22,7.885087120071053,2.0,11.0,,
4.808464322482343,3.2018365434511784,17.761695276325618,15.996957411316796,5.992122861535702,row,95,3.549664670260661,17.0,6.0,,
4.088089390024919,4.220580913595029,16.45641115481485,9.681277479869983,4.0810881659350535,row,26,15.932087372371692,12.0,3.0,,
3.710183510268095,2.7247312797629695,14.75419881686679,12.094171851444338,3.741549948555744,cluster,68,17.802529839340465,,,1.0,68.0
2.2915294813123057,4.536899906700396,16.518939412880677,18.64377210904412,3.9024645839206333,cluster,45,3.622179820865071,,,1.0,45.0
3.845021680097509,3.4414769155228417,21.608194835952347,9.656112984186613,2.903011624383204,row,52,7.5203270324371285,13.0,4.0,,
4.97016155031279,5.291456852230159,19.02885146522697,13.601465831464129,5.591457604991783,cluster,67,6.596189676051244,,,2.0,34.0
2.420252045709572,3.586266856232508,23.387849349322693,12.450531595158285,3.9518897943247318,cluster,98,7.493614770315729,,,6.0,17.0
3.55498895709121,4.093270521786304,16.650700215687817,7.2356125335944865,3.8554604399869445,row,21,4.254561994870975,2.0,11.0,,
4.632119215783867,2.540671889678352,19.10634368078131,17.305855476446567,4.80891595525666,cluster,90,9.74075725313173,,,2.0,45.0
4.222305853262613,2.753564107280956,19.46961329637983,7.8975967820897965,4.047116973258932,cluster,51,15.35466250503815,,,5.0,11.0
4.091047222985804,3.8737274474233967,18.875457434594885,13.165315272700397,4.768817140827461,row,23,12.357097827274515,3.0,8.0,,
4.107452251961328,4.179785921509932,20.539506596282745,14.288817834206348,2.7150620154577565,cluster,39,9.196920511644535,,,2.0,20.0
3.0784734536592655,4.600071918417563,13.561502025622094,15.169543935989632,5.348031703027797,cluster,55,7.3610093206689085,,,2.0,28.0
2.8807755327934803,3.5208190254825613,17.68545666318686,15.952211181002383,5.791763835077909,cluster,51,8.727306514597503,,,1.0,51.0
4.428083466435541,4.932436601442899,11.563372042125215,10.292540985795295,4.77067885155785,row,47,2.3309045038830414,7.0,7.0,,
4.430340184037542,5.510428390162216,15.767669914672188,7.129724096559842,5.840980751005837,row,96,3.7803845047596516,14.0,7.0,,
4.601216955740311,5.229478461126725,17.315006029318965,16.404767610613856,3.0300131002948714,cluster,20,20.547476514853667,,,2.0,10.0
4.7397216576694134,2.63866588871925,19.783363893182088,13.963535791518522,4.170956663181238,cluster,79,4.030922119564965,,,5.0,16.0
3.534027196582813,4.181774315402402,24.25796578879305,17.869530141694234,4.606323568809065,cluster,75,13.007397690718486,,,5.0,15.0
3.504548884061599,2.867255624463612,19.00976599822534,17.678048717709025,4.536078265974154,row,54,16.26170868798188,17.0,4.0,,
4.3948855369003255,3.347157555518846,21.153908742648397,17.963240181242483,3.9051162268116513,row,49,7.550748327747942,8.0,7.0,,
3.9498917923332955,5.953319076435013,17.593990892428042,13.306230579734022,3.683295432781915,row,73,8.560250784836791,15.0,5.0,,
4.10590063177311,2.9987344001552962,19.51156047064497,11.337169145879255,2.943884078926466,cluster,55,12.564656734478355,,,3.0,19.0
4.387378008308303,4.2461085370797464,11.063983242006602,17.29025663368781,3.8710985769679738,cluster,74,19.601446448196402,,,3.0,25.0
4.670016025452699,4.6635450701134165,13.815873712627704,12.866823469380314,3.069312852869198,cluster,99,22.12922185408954,,,1.0,99.0
3.0139854705546076,4.9586273969043635,15.427796398077081,9.384748553244648,5.070279867722764,cluster,77,11.53764071491321,,,2.0,39.0
3.126748857919832,4.458770392204199,17.087400325097704,18.114662254299166,3.230908274231065,cluster,84,2.782146501425582,,,5.0,17.0
2.281945819522607,2.534197965967143,10.684731182535756,18.473278398040513,2.7049785684958687,row,88,8.012353785036503,6.0,15.0,,
3.7348404229885217,3.642614578853972,12.100361463299766,13.062026829822212,4.43328148236032,cluster,70,8.763305379181222,,,2.0,35.0
2.1078268213902263,4.31199075184649,14.152214616869585,7.984096455027237,4.583304064517906,cluster,41,5.518616272816124,,,1.0,41.0
3.3967940543973807,2.807532747006917,24.57299036351576,12.041739168920106,5.551695714481769,cluster,72,2.449658347683336,,,2.0,36.0
3.62793390412273,3.7271942592321325,14.970205106545762,17.445989573013843,4.519435643461886,row,55,4.9331906111413,4.0,14.0,,
2.8596237563848534,2.616210880769783,17.230615871681238,18.723062371100973,3.70918298803206,cluster,87,11.602383591511629,,,8.0,11.0
3.7724997817070323,2.7750247400425727,12.941465691075894,9.645145652468745,5.310541585342122,row,55,9.592768084450151,6.0,10.0,,
2.0915007498171483,3.8892314667055863,19.161701066136523,7.87065695632853,4.390976126155974,row,71,3.8849209954423873,1.0,71.0,,
2.1120445662476435,2.9645051391507113,14.210248232739614,18.4055558907269,2.777480996209171,row,72,4.70581657638796,1.0,72.0,,
4.467801681978974,4.486392968915453,13.104888676576401,12.062264206725379,4.480476961096363,row,69,19.4116949632227,8.0,9.0,,
3.0805719242337886,4.91312739198043,17.748589426689687,14.042892535478323,5.678064908975818,row,99,11.923340011450717,16.0,7.0,,
2.3811815379556545,5.30205344688179,10.082586987406312,19.584855556659868,3.887094189243772,cluster,60,4.108536552186777,,,2.0,30.0
3.566729780164413,3.2005258548568354,10.11496048973838,7.865341462884897,3.5371403066493,cluster,37,3.6693027972753716,,,3.0,13.0
4.3099806592958325,3.086189037906744,13.286032136527867,15.428134096877242,3.00214309956307,row,41,7.042473906230937,8.0,6.0,,
2.6474630824905296,2.8659874411704007,10.550820437512318,7.963370493473272,3.030059326773751,row,85,12.293240745841091,10.0,9.0,,
3.868671427457001,4.727505873402729,11.62038631196037,11.881096070064505,4.014700195196366,row,40,12.05922825155622,7.0,6.0,,
2.256042394981304,4.972665042704154,15.082909740081273,17.44958908751481,4.584879384565353,cluster,63,6.544014052643329,,,5.0,13.0
2.155045163505823,2.610551506889747,22.038785193697194,12.635139025823246,2.782153918093606,cluster,66,6.8611707232867145,,,4.0,17.0
3.594063894704444,5.776742861852915,18.58072965053951,19.963370600738354,5.78849006158808,row,58,7.716912331975975,10.0,6.0,,
3.6219053648303197,2.6818994927801536,17.690015889346245,14.267770704305828,5.142967661058186,cluster,48,14.965646293408716,,,1.0,48.0
3.9122897044946194,4.394537173553747,14.402332348121824,11.175107984267395,4.553183713992819,cluster,73,11.168758177631684,,,4.0,19.0
4.178274001167985,4.981711818078208,23.976305791492244,9.86144723676179,5.399535348286468,row,36,4.28425827131785,10.0,4.0,,
4.927556238387604,5.548391933111299,15.955225618557876,11.556766945720103,2.7806536488423967,row,99,5.32566859373756,9.0,11.0,,
3.548901044903586,4.999304262463497,11.306391501936572,11.84293255887416,4.168936072065936,cluster,79,10.348120459403146,,,2.0,40.0
2.968869418823738,5.306048290744272,19.25599774176702,7.893277810411493,4.705325944015822,cluster,50,13.996930764964041,,,4.0,13.0
4.385558584306111,3.6880756738998213,11.70757590214902,11.804464592548051,5.400285171414012,cluster,92,8.278112616080307,,,5.0,19.0
2.8124967537862227,5.351887898112793,15.17834714202538,13.035100756609925,5.2421434601724375,row,97,12.411366093043242,9.0,11.0,,
3.3169142621169083,2.780401962346363,17.611179080767133,16.39559077910446,3.4697423739968984,row,68,13.063435100406767,10.0,7.0,,
2.235369144026798,5.631858296211847,23.113337870277636,15.537483301380904,5.793080593457216,row,21,3.6104698697234086,19.0,2.0,,
2.0760522302463724,4.416573316538077,17.40319870510178,16.213953517979007,2.935210445008046,cluster,67,1.3775299272815937,,,5.0,14.0
4.887945244033775,5.360542194868728,20.533881490474965,7.1087278643991425,5.562967665174032,cluster,33,4.684179970734392,,,3.0,11.0
4.507940361536617,4.083113995814051,24.892252584986053,9.82967619454697,5.898290873616165,row,78,17.032002614632887,14.0,6.0,,
4.087922618281094,4.752521933187838,11.972336798469724,15.601895749198134,3.1200373312791894,cluster,77,5.71701628159234,,,1.0,77.0
3.22685883324281,4.342409313276397,14.120972882792792,13.291861786336714,5.0272312247132485,row,77,7.00460423873699,2.0,39.0,,
2.5198829602125374,5.0605633261436616,15.918641133964696,7.069075183688497,2.6409993157229947,cluster,70,6.9489457881822085,,,3.0,24.0
2.469311128013258,2.7857049371070635,16.32742267808247,17.458430351613693,3.9189798879870423,row,21,9.295985360186858,2.0,11.0,,
2.750728694493786,2.7112322939669733,16.165316128983186,17.046524452774385,4.306991547191859,cluster,60,2.7769720344386806,,,2.0,30.0
3.6476799941183615,3.3648613190355126,23.614165038348325,14.129449118916314,4.532258290683719,cluster,35,8.494165727714938,,,3.0,12.0
4.143787768100188,3.058406380396159,20.710489667002847,7.864023235091538,5.775780368869958,row,23,11.117070227990332,13.0,2.0,,
3.9805921301531937,5.551242483072706,19.118578211360557,16.964695643923598,4.852877405529681,row,31,11.677949860861958,2.0,16.0,,
2.8398016908378283,3.267248955753155,14.640590767941731,14.58827664050773,4.18447282926733,row,48,11.87781954459061,7.0,7.0,,
4.8645958419895825,5.91552839536696,22.35685576331942,17.16547970305347,5.333862626930612,row,26,6.190450572948585,16.0,2.0,,
4.213690750087306,3.679135271198874,24.325907672274834,16.772710901145928,5.826864873340432,row,33,17.424628997905124,21.0,2.0,,
3.663062157534202,3.1374127049104477,22.3179742382534,17.439026935451885,2.577231520388018,cluster,31,13.252786445970422,,,3.0,11.0
3.835162238703057,5.263944774998677,10.023476577872094,13.734104863260121,5.938824452896135,row,24,11.5109275223099,9.0,3.0,,
3.2588001872833696,4.805477214253067,19.546020552751106,8.824218736515695,2.801462486722881,row,100,11.887697091491955,15.0,7.0,,
2.7431929685034726,4.243685007585986,10.76703072163151,15.725047153935952,5.350353727440664,row,51,6.45769522401071,6.0,9.0,,
3.0679180359537845,4.44377242828171,13.864108305005828,15.066159205675618,3.481171633929944,row,93,3.4446250435352246,11.0,9.0,,
4.273538331393107,5.017206223952924,10.892870505216575,16.649291433588132,2.962628802138551,row,62,14.940048898620901,1.0,62.0,,
2.0431804658892676,3.2995915946595455,19.056931794240818,9.20845307865956,4.039494738998422,cluster,100,5.845591169003703,,,5.0,20.0
2.3482179215207486,5.987168706198597,20.2988487023891,9.534677598703759,4.753848028066647,row,88,7.930370104175223,20.0,5.0,,
2.1380079260652582,5.911776067513741,11.717314570988577,18.57532372385127,3.8333314575821626,row,64,4.320902290809512,8.0,8.0,,
2.1221864069569105,4.776139902214279,15.757583245674692,16.74971137987692,2.6909789289894466,row,28,9.721522858572074,10.0,3.0,,
4.566381752033021,3.198398578252008,16.84354763433313,18.806970353104198,4.598113988805508,cluster,68,14.352888599025478,,,2.0,34.0
4.1109735781400705,4.880798848509519,15.535795326413748,16.86329917513097,5.658411466387362,cluster,52,3.6353798929929066,,,3.0,18.0
3.4225214872619754,2.7526944314271153,11.815375007277895,14.763018977873925,3.841253780815381,row,37,8.638847948220405,9.0,5.0,,
2.2935024819530043,2.6072837577203214,16.28421685281213,15.503725581362358,3.2571647217078947,row,28,8.952921440552686,9.0,4.0,,
3.474847625350497,3.4018901097892478,21.267670717126272,18.55866301122013,4.049020710764854,cluster,81,14.155158494873898,,,2.0,41.0
3.420415312341697,4.119180348587607,11.065114967998833,14.524487808655227,2.669269488670733,cluster,76,9.322980653375906,,,2.0,38.0
2.5196056097300454,5.538953768929332,11.202700211228551,15.221087216269037,5.371706545680961,cluster,48,11.404652299279972,,,1.0,48.0
3.301554947713919,5.045091744182078,15.321569377539763,9.034197308046807,5.392192838325654,row,97,5.627526713102544,14.0,7.0,,
3.19551420319212,5.099472824199934,24.125885674283875,13.160975861509336,4.558001622003699,row,44,7.502089961362839,20.0,3.0,,
3.8475502941566493,3.9892266705682635,20.02858970084371,16.313162455455284,3.7358601112843632,cluster,34,17.48206078122386,,,1.0,34.0
3.9052809526029315,3.7107724739143704,20.180049350088474,10.52225507811275,5.299241775560242,row,25,17.70324475195653,9.0,3.0,,
2.1359120293161338,3.7986356704461093,15.428799862567974,9.629304346818953,4.441404586759285,cluster,61,7.658755696805459,,,5.0,13.0
3.1238378438794134,5.956773473076202,18.904911868128075,11.079748506917403,5.3907630799250565,cluster,48,13.636840653094566,,,1.0,48.0
3.8775797471427094,2.6403821699436887,10.15196776041615,10.139508163906836,4.7101057740405725,cluster,98,3.4878042727386687,,,5.0,20.0
3.509408775740263,5.53461023642857,19.541440696143134,9.793864281473146,5.2454191562447905,row,23,15.41499871000678,6.0,4.0,,
4.569469523564967,4.525363930003377,23.69930421364355,12.52306095728513,4.59497047626216,cluster,76,8.877517774115274,,,7.0,11.0
3.976080894856835,4.035153967163566,19.188602025172287,18.801900680485943,3.949493738754832,cluster,68,5.1788127852538155,,,3.0,23.0
2.488803281244289,5.038401811452978,23.105478901995177,13.591775407603338,5.852810509741481,row,63,3.9252515941576145,23.0,3.0,,
2.2117062422012896,4.20334129498646,20.859595831991406,9.4429649505992,4.393898387075957,cluster,99,5.265759133081077,,,7.0,15.0
3.927257834618947,5.556981333285812,11.808376246055353,8.000631701951363,4.617813314891885,row,94,6.4028598736538695,2.0,47.0,,
2.0795339316248653,5.652456524039405,23.536799609287627,16.050029886793027,3.2717067379516225,cluster,33,4.039607242064154,,,2.0,17.0
3.75732674382039,3.976023244057094,10.996657665336624,11.976383937673042,4.689777762995467,row,22,4.160875611918355,8.0,3.0,,
4.820690724274873,3.4688972903226807,18.009512088216457,17.68380230560967,4.500626773190303,cluster,81,8.835340001279427,,,4.0,21.0
3.7264225336276366,4.573226150076768,12.132056856901865,15.573639992330012,3.1469343928145874,cluster,83,11.459782126442436,,,1.0,83.0
3.164509778619566,5.6932717096584184,10.17559916096356,17.35113885703779,2.708554840736003,cluster,64,7.8743815991904755,,,2.0,32.0
3.9298646553270595,3.237317661519833,16.330513901914586,10.535298512439834,4.615257619001699,cluster,77,8.09644245070258,,,1.0,77.0
3.3747586714745497,4.68038304247219,14.425610614812344,16.000665991993756,5.172922942726122,cluster,39,13.023310411892599,,,3.0,13.0
3.6368503679478046,4.710460770323822,17.290007406964044,10.432805801018343,4.331904798227029,row,77,16.441454490994595,13.0,6.0,,
4.824394426329576,5.065895578453484,18.65799830101826,19.207890232853792,3.2937041886187597,row,76,18.841920903109557,4.0,19.0,,
3.158307913402323,2.960486897945409,10.656086084634211,15.272865659933867,4.8328269184256225,cluster,96,6.297675958091433,,,8.0,12.0
4.883571691471743,5.00538737638731,11.845049426856185,11.218653402279447,2.780370043133608,cluster,87,18.801700981287873,,,6.0,15.0
4.716051925868191,5.681613822329743,18.37963594675638,10.503654209799544,4.046417966806841,cluster,97,5.5833849080615625,,,3.0,33.0
2.5873734043678893,3.128890881045847,15.147510297589873,9.482045605931365,3.0717836543944705,row,71,2.8110025364255633,3.0,24.0,,
2.2080839026254964,3.3314016372335717,20.93760231324172,16.03033246561846,3.1456066787095915,row,56,4.538322686875348,5.0,12.0,,
2.30233400413228,5.899882829145739,19.784374728879094,9.843302968973056,3.2080288220537128,cluster,27,9.519369834673636,,,1.0,27.0
2.054665476954649,3.1334193344832144,22.684065444848603,14.738942457057359,3.8534746996539226,row,63,3.3050673136040314,1.0,63.0,,
2.283328882267785,5.490347826793527,20.38739240003838,10.440255350029645,2.6790257196713916,cluster,24,1.7915919506150142,,,2.0,12.0
4.04902032024907,4.222972497568122,16.448966160852223,15.605596282320292,3.892277043251844,cluster,88,4.42433579001945,,,5.0,18.0
2.213565945380687,3.3653087604111196,20.09449933591649,17.59421647102701,4.290976064901453,cluster,50,9.66078175415874,,,1.0,50.0
2.956926890881284,5.54762465445379,14.130717613831278,17.11432816088049,4.191529997382139,row,64,9.911692214912103,9.0,8.0,,
4.534625932908364,4.058568392509329,14.59470248167319,16.89106730210016,3.839744351410642,cluster,28,7.434089493924468,,,2.0,14.0
2.0698158072074775,4.301860738753915,21.8347773988119,9.440391273999277,5.437013128247633,cluster,51,6.207028249836404,,,2.0,26.0
4.443405447766807,3.75731679289918,16.696292746023733,8.149004310798743,3.0086434234717645,cluster,52,12.77082848175341,,,3.0,18.0
2.8455643243201996,4.575327980022246,21.975705107775287,16.086334770336013,4.2699386032348094,row,86,9.815665729230021,20.0,5.0,,
2.3544944828649688,3.07233355404758,22.336335605024175,11.788513779326568,2.71714495934794,row,49,3.647921888045601,20.0,3.0,,
4.0902114960924525,3.8687853782811628,22.86343506491926,12.620500943243515,2.749044876072684,row,95,17.955265407702544,14.0,7.0,,
3.886828540339652,5.892943128173506,23.74952853761811,7.404938206314084,4.508530473869837,cluster,48,7.354495774763776,,,4.0,12.0
4.632416040581159,3.4034670144539465,16.464778307699444,10.374493840575639,4.481064487107373,row,22,16.785987756986508,10.0,3.0,,
4.205213131411657,4.798578325894523,14.783002274817083,7.437793250368032,5.573117294955599,cluster,76,2.407740651692962,,,2.0,38.0
4.410442791154546,3.638165224786432,18.73298119891171,18.42941504381622,4.452557864810256,row,49,9.601344680090204,4.0,13.0,,
2.8461037177139197,5.207155939903102,15.567586351564414,10.164156881840896,5.859268571416976,cluster,28,5.927563650877686,,,2.0,14.0
2.5323186313391686,2.9580578125142245,19.016112502003494,14.245383204449105,2.670431969399754,row,45,7.459400165215287,11.0,5.0,,
4.251844254922575,5.894373657774906,20.58378793965737,7.506731168594696,2.8430268967325936,cluster,21,3.5176067828899154,,,1.0,21.0
4.420504217801792,4.088263394842738,20.326075277382053,15.669016086973555,2.654230515496335,row,81,17.927757924682933,20.0,5.0,,
4.97151542600202,3.326176621712624,15.61829330530182,11.199355494803221,3.14846897616739,row,22,7.357910482636507,1.0,22.0,,
3.2378530307342794,2.7572386156550444,12.502903025481292,18.672949430449655,4.394445388295873,row,65,11.483596749135577,3.0,22.0,,
3.1160542573783494,3.0941526678063926,16.457940076933113,18.545536456142464,4.759502634995998,cluster,87,12.820863631646144,,,2.0,44.0
4.32923888222599,4.319208819946062,12.138912161228632,11.228778038702721,2.659548052820341,row,44,13.11086748805697,6.0,8.0,,
3.0224106207590538,3.6795111175095023,23.351455527757125,18.712491643976083,5.810898114459597,row,70,11.587845037703023,9.0,8.0,,
4.792271976810694,5.401091780589133,15.188161911067862,19.950049755484123,5.447578818276334,row,32,16.66930180896551,9.0,4.0,,
4.575238255529035,4.008106332816321,12.316896208349856,17.730403633611324,3.5381436875498258,row,63,9.60747000786106,9.0,7.0,,
3.2869820821250553,3.3704999540567044,10.381716398586263,17.983327520817976,2.770156355792638,cluster,54,13.607656902559832,,,2.0,27.0
4.252613203374493,4.660007453114105,19.68733579429726,10.237113569418169,3.0946047562667003,row,74,7.765935816512105,12.0,7.0,,
4.263628622254047,4.973720259099061,19.553534761821147,14.497131185150831,2.9443054481424045,cluster,28,13.091293165996793,,,1.0,28.0
2.309371606507798,3.084646677653325,15.109062498719375,7.874326881575782,2.931493227546314,cluster,21,8.900987487732497,,,1.0,21.0
4.7076587200387,3.086667257009112,11.075678332714766,8.233933178681706,4.314965910330069,cluster,80,10.381807280045079,,,4.0,20.0
3.5157571173435715,2.6283499942674005,16.14443342342848,19.985603956432776,3.360466048726901,cluster,60,6.547936729891001,,,5.0,12.0
4.479372398323225,5.0774070527297415,14.668262425950903,11.246310242536843,3.7534890078520053,row,63,11.498804475777797,11.0,6.0,,
2.960148803091835,4.8233158466763175,20.15680959602514,16.726390856635003,5.963268666845129,cluster,83,12.375895866012996,,,2.0,42.0
4.686569685488601,4.161208065124349,19.086688741790354,17.486645689348613,4.895099871238706,cluster,50,21.954928995399925,,,5.0,10.0
3.1676050362024895,5.45459657139219,15.4689059229631,18.154302523093982,5.821432334664505,cluster,66,9.353542854865674,,,4.0,17.0
2.032512954440895,5.319845535325186,13.26838831382485,19.969167866228034,2.9989479426159047,cluster,21,7.066230317823773,,,1.0,21.0
4.716145929257791,4.548740275388632,24.82053949233388,10.139454308339282,3.8374881619139924,row,96,21.527938939004873,9.0,11.0,,
2.2738600303584007,5.538949481796405,16.810024317941725,7.524560749176096,4.44156131148824,row,88,2.1452978746342115,7.0,13.0,,
2.9579409127712446,3.2204442351286886,20.324113536703557,12.345489733929618,2.7686532166105833,cluster,77,4.568106698402056,,,4.0,20.0
4.850185901152415,2.8917186678920475,12.10829451367541,8.69104870777631,2.5146560526978528,cluster,63,17.897428620993484,,,2.0,32.0
4.851821440812668,3.4441236403094635,17.28384549489097,7.291536559106716,4.846520168289212,cluster,93,20.410885409661887,,,4.0,24.0
3.720313664369858,2.699803996312602,10.413050798041983,11.68554875283932,4.746368308805024,row,75,16.20803245405435,2.0,38.0,,
3.895511636509398,4.359093348003612,17.58182676865675,17.188597263978075,3.9377608349986413,row,62,9.224502588520995,17.0,4.0,,
3.3453365659349594,5.778119923032365,24.460261106765536,14.36034898592592,4.213754266112114,row,53,3.0175924716706533,18.0,3.0,,
2.8796323150941934,2.6377023923397838,15.763100694787003,11.066113859734603,3.9540505020723136,row,49,7.112739757964569,1.0,49.0,,
2.9859936361097477,2.927384699035094,10.584940188623674,15.506446071405357,2.584017656957111,row,90,4.593370899003812,3.0,30.0,,
4.017555368231115,4.082696598992023,10.464336863790153,10.016236344014539,3.6738006217611185,cluster,89,7.273318148532566,,,5.0,18.0
4.25712358831304,5.768562561347667,15.819801399203042,7.1869587989371055,3.119787893890514,row,74,16.92293474131474,13.0,6.0,,
4.374737131177546,3.606546367418627,12.40037404694791,16.936594023673557,2.8444846618547905,row,86,3.674218730000669,8.0,11.0,,
4.368854428383662,4.275321830409373,10.35028144492279,15.108660103232118,5.848521518612724,cluster,32,18.454545614961518,,,2.0,16.0
2.2736183091460713,2.6455050066763723,21.343204209252654,16.90993411851248,4.597759037647579,row,22,5.512412341608206,5.0,5.0,,
3.4832609141077446,3.0192012033673112,16.877845133228362,7.506194216939653,5.050296994828109,row,45,11.084738327858389,7.0,7.0,,
2.1726762800499326,5.953205430355965,14.338671579589818,17.88255516179848,3.603773101431411,row,76,1.962871883191868,8.0,10.0,,
3.6485866469712067,5.877915437526159,23.501247745247213,15.053840600471943,3.876014953229053,cluster,43,7.363270551865579,,,2.0,22.0
3.3245915041201313,2.5172899332704337,11.742084403007883,14.32413955926432,3.3292339786385323,row,72,3.0042808617684247,2.0,36.0,,
4.663112548274899,5.831341248981337,24.338782434329786,15.11998262548891,2.8393798483789867,cluster,89,22.508595973605836,,,6.0,15.0
3.052745037656236,4.736919782354251,14.709500760660292,18.237632209288734,3.1266107310455435,cluster,62,12.616010492147169,,,6.0,11.0
2.3512010492828175,5.537714030820077,23.32605508463022,14.630174585265792,5.291299158537701,row,79,6.038701089115882,1.0,79.0,,
2.4289750461585076,4.091589494718507,19.044143147191924,14.552354938546332,4.871410318143216,row,77,3.658550068689674,15.0,6.0,,
